Age,Gender,O,C,E,A,N,Hassle,Category,Severity
19,Female,36,23,32,25,26,Troubling thoughts about one’s future,Inner Concerns,4
19,Female,36,23,32,25,26,Not enough personal energy,Inner Concerns,3
19,Female,36,23,32,25,26,Concerns about getting ahead,Inner Concerns,3
19,Female,36,23,32,25,26,Fear of confrontation,Inner Concerns,2
19,Female,36,23,32,25,26,Wasting time,Inner Concerns,3
19,Female,36,23,32,25,26,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,3
19,Female,36,23,32,25,26,Not enough money for wants (entertainment and recreation),Financial Concerns,4
19,Female,36,23,32,25,26,Concerns about owing money,Financial Concerns,2
19,Female,36,23,32,25,26,Concerns about money for emergencies,Financial Concerns,4
19,Female,36,23,32,25,26,Financial security,Financial Concerns,4
19,Female,36,23,32,25,26,Not enough time to do things one needs to,Time Pressures,3
19,Female,36,23,32,25,26,Too many responsibilities,Time Pressures,3
19,Female,36,23,32,25,26,Not getting enough rest,Time Pressures,3
19,Female,36,23,32,25,26,Too many interruptions,Time Pressures,3
19,Female,36,23,32,25,26,Not enough time for entertainment and recreation,Time Pressures,3
19,Female,36,23,32,25,26,Too many meetings,Time Pressures,2
19,Female,36,23,32,25,26,Social obligations,Time Pressures,3
19,Female,36,23,32,25,26,Concerns about meeting high standards,Time Pressures,4
19,Female,36,23,32,25,26,Noise,Time Pressures,2
19,Female,36,23,32,25,26,Pollution,Environmental Hassles,5
19,Female,36,23,32,25,26,Crime,Environmental Hassles,5
19,Female,36,23,32,25,26,Traffic,Environmental Hassles,5
19,Female,36,23,32,25,26,Concerns about news events,Environmental Hassles,3
19,Female,36,23,32,25,26,Rising prices of common goods,Environmental Hassles,5
19,Female,36,23,32,25,26,Concerns about accidents,Environmental Hassles,4
19,Female,36,23,32,25,26,Yardwork or outside home maintenance,Family Hassles,1
19,Female,36,23,32,25,26,Overloaded with family responsibilities,Family Hassles,1
19,Female,36,23,32,25,26,Home maintenance (inside),Family Hassles,1
19,Female,36,23,32,25,26,Concerns about medical treatment,Health Hassles,3
19,Female,36,23,32,25,26,Physical illness,Health Hassles,3
19,Female,36,23,32,25,26,Side effects of medication,Health Hassles,1
19,Female,36,23,32,25,26,Concerns about health in general,Health Hassles,4
19,Female,36,23,32,25,26,Concerns about bodily functions,Health Hassles,3
19,Female,36,23,32,25,26,Dissatisfaction with academic performance,Academic Hassles,5
19,Female,36,23,32,25,26,Challenges with instructors,Academic Hassles,3
19,Female,36,23,32,25,26,Discontent with current academic responsibilities,Academic Hassles,4
19,Female,36,23,32,25,26,Concerns regarding academic transitions,Academic Hassles,3
19,Female,36,23,32,25,26,Difficulties with peers or classmates,Academic Hassles,2
19,Female,36,23,32,25,26,Challenges in managing group projects,Academic Hassles,2
19,Female,36,23,32,25,26,Getting late to class,Academic Hassles,2
21,Female,40,27,20,18,27,Misplacing or losing things,General Hassles,3
21,Female,40,27,20,18,27,Silly practical mistakes,General Hassles,2
21,Female,40,27,20,18,27,Trouble with pets,General Hassles,1
21,Female,40,27,20,18,27,Difficulties with friends,General Hassles,2
21,Female,40,27,20,18,27,Regrets over past decision/s,Inner Concerns,2
21,Female,40,27,20,18,27,Concerned about the meaning of life,Inner Concerns,1
21,Female,40,27,20,18,27,Being lonely,Inner Concerns,2
21,Female,40,27,20,18,27,Inability to express oneself,Inner Concerns,1
21,Female,40,27,20,18,27,Fear of rejection,Inner Concerns,2
21,Female,40,27,20,18,27,Trouble making decisions,Inner Concerns,3
21,Female,40,27,20,18,27,Physical appearance,Inner Concerns,3
21,Female,40,27,20,18,27,Not seeing people,Inner Concerns,2
21,Female,40,27,20,18,27,Troubling thoughts about one’s future,Inner Concerns,3
21,Female,40,27,20,18,27,Not enough personal energy,Inner Concerns,1
21,Female,40,27,20,18,27,Concerns about getting ahead,Inner Concerns,3
21,Female,40,27,20,18,27,Fear of confrontation,Inner Concerns,1
21,Female,40,27,20,18,27,Wasting time,Inner Concerns,1
21,Female,40,27,20,18,27,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,1
21,Female,40,27,20,18,27,Not enough money for wants (entertainment and recreation),Financial Concerns,1
21,Female,40,27,20,18,27,Concerns about owing money,Financial Concerns,1
21,Female,40,27,20,18,27,Concerns about money for emergencies,Financial Concerns,1
21,Female,40,27,20,18,27,Financial security,Financial Concerns,1
21,Female,40,27,20,18,27,Not enough time to do things one needs to,Time Pressures,1
21,Female,40,27,20,18,27,Too many responsibilities,Time Pressures,2
21,Female,40,27,20,18,27,Not getting enough rest,Time Pressures,3
21,Female,40,27,20,18,27,Too many interruptions,Time Pressures,2
21,Female,40,27,20,18,27,Not enough time for entertainment and recreation,Time Pressures,1
21,Female,40,27,20,18,27,Too many meetings,Time Pressures,1
21,Female,40,27,20,18,27,Social obligations,Time Pressures,1
21,Female,40,27,20,18,27,Concerns about meeting high standards,Time Pressures,3
21,Female,40,27,20,18,27,Noise,Time Pressures,2
21,Female,40,27,20,18,27,Pollution,Environmental Hassles,1
21,Female,40,27,20,18,27,Crime,Environmental Hassles,2
21,Female,40,27,20,18,27,Traffic,Environmental Hassles,2
21,Female,40,27,20,18,27,Concerns about news events,Environmental Hassles,1
21,Female,40,27,20,18,27,Rising prices of common goods,Environmental Hassles,1
21,Female,40,27,20,18,27,Concerns about accidents,Environmental Hassles,1
21,Female,40,27,20,18,27,Yardwork or outside home maintenance,Family Hassles,1
21,Female,40,27,20,18,27,Overloaded with family responsibilities,Family Hassles,1
21,Female,40,27,20,18,27,Home maintenance (inside),Family Hassles,2
21,Female,40,27,20,18,27,Concerns about medical treatment,Health Hassles,1
21,Female,40,27,20,18,27,Physical illness,Health Hassles,1
21,Female,40,27,20,18,27,Side effects of medication,Health Hassles,1
21,Female,40,27,20,18,27,Concerns about health in general,Health Hassles,2
21,Female,40,27,20,18,27,Concerns about bodily functions,Health Hassles,1
21,Female,40,27,20,18,27,Dissatisfaction with academic performance,Academic Hassles,1
21,Female,40,27,20,18,27,Challenges with instructors,Academic Hassles,1
21,Female,40,27,20,18,27,Discontent with current academic responsibilities,Academic Hassles,1
21,Female,40,27,20,18,27,Concerns regarding academic transitions,Academic Hassles,1
21,Female,40,27,20,18,27,Difficulties with peers or classmates,Academic Hassles,1
21,Female,40,27,20,18,27,Challenges in managing group projects,Academic Hassles,1
21,Female,40,27,20,18,27,Getting late to class,Academic Hassles,1
22,Male,32,31,27,35,23,Misplacing or losing things,General Hassles,2
22,Male,32,31,27,35,23,Silly practical mistakes,General Hassles,1
22,Male,32,31,27,35,23,Trouble with pets,General Hassles,1
22,Male,32,31,27,35,23,Difficulties with friends,General Hassles,1
22,Male,32,31,27,35,23,Regrets over past decision/s,Inner Concerns,3
22,Male,32,31,27,35,23,Concerned about the meaning of life,Inner Concerns,4
22,Male,32,31,27,35,23,Being lonely,Inner Concerns,1
22,Male,32,31,27,35,23,Inability to express oneself,Inner Concerns,2
22,Male,32,31,27,35,23,Fear of rejection,Inner Concerns,2
22,Male,32,31,27,35,23,Trouble making decisions,Inner Concerns,1
22,Male,32,31,27,35,23,Physical appearance,Inner Concerns,3
22,Male,32,31,27,35,23,Not seeing people,Inner Concerns,1
22,Male,32,31,27,35,23,Troubling thoughts about one’s future,Inner Concerns,3
22,Male,32,31,27,35,23,Not enough personal energy,Inner Concerns,1
22,Male,32,31,27,35,23,Concerns about getting ahead,Inner Concerns,2
22,Male,32,31,27,35,23,Fear of confrontation,Inner Concerns,2
22,Male,32,31,27,35,23,Wasting time,Inner Concerns,1
22,Male,32,31,27,35,23,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,2
22,Male,32,31,27,35,23,Not enough money for wants (entertainment and recreation),Financial Concerns,5
22,Male,32,31,27,35,23,Concerns about owing money,Financial Concerns,1
22,Male,32,31,27,35,23,Concerns about money for emergencies,Financial Concerns,1
22,Male,32,31,27,35,23,Financial security,Financial Concerns,4
22,Male,32,31,27,35,23,Not enough time to do things one needs to,Time Pressures,4
22,Male,32,31,27,35,23,Too many responsibilities,Time Pressures,2
22,Male,32,31,27,35,23,Not getting enough rest,Time Pressures,4
22,Male,32,31,27,35,23,Too many interruptions,Time Pressures,2
22,Male,32,31,27,35,23,Not enough time for entertainment and recreation,Time Pressures,4
22,Male,32,31,27,35,23,Too many meetings,Time Pressures,2
22,Male,32,31,27,35,23,Social obligations,Time Pressures,1
22,Male,32,31,27,35,23,Concerns about meeting high standards,Time Pressures,5
22,Male,32,31,27,35,23,Noise,Time Pressures,1
22,Male,32,31,27,35,23,Pollution,Environmental Hassles,4
22,Male,32,31,27,35,23,Crime,Environmental Hassles,3
22,Male,32,31,27,35,23,Traffic,Environmental Hassles,5
22,Male,32,31,27,35,23,Concerns about news events,Environmental Hassles,4
22,Male,32,31,27,35,23,Rising prices of common goods,Environmental Hassles,4
22,Male,32,31,27,35,23,Concerns about accidents,Environmental Hassles,2
22,Male,32,31,27,35,23,Yardwork or outside home maintenance,Family Hassles,1
22,Male,32,31,27,35,23,Overloaded with family responsibilities,Family Hassles,1
22,Male,32,31,27,35,23,Home maintenance (inside),Family Hassles,1
22,Male,32,31,27,35,23,Concerns about medical treatment,Health Hassles,2
22,Male,32,31,27,35,23,Physical illness,Health Hassles,1
22,Male,32,31,27,35,23,Side effects of medication,Health Hassles,1
22,Male,32,31,27,35,23,Concerns about health in general,Health Hassles,2
22,Male,32,31,27,35,23,Concerns about bodily functions,Health Hassles,2
22,Male,32,31,27,35,23,Dissatisfaction with academic performance,Academic Hassles,2
22,Male,32,31,27,35,23,Challenges with instructors,Academic Hassles,1
22,Male,32,31,27,35,23,Discontent with current academic responsibilities,Academic Hassles,3
22,Male,32,31,27,35,23,Concerns regarding academic transitions,Academic Hassles,2
22,Male,32,31,27,35,23,Difficulties with peers or classmates,Academic Hassles,1
22,Male,32,31,27,35,23,Challenges in managing group projects,Academic Hassles,1
22,Male,32,31,27,35,23,Getting late to class,Academic Hassles,1
19,Female,30,21,19,32,24,Misplacing or losing things,General Hassles,3
19,Female,30,21,19,32,24,Silly practical mistakes,General Hassles,3
19,Female,30,21,19,32,24,Trouble with pets,General Hassles,3
19,Female,30,21,19,32,24,Difficulties with friends,General Hassles,4
19,Female,30,21,19,32,24,Regrets over past decision/s,Inner Concerns,4
19,Female,30,21,19,32,24,Concerned about the meaning of life,Inner Concerns,2
19,Female,30,21,19,32,24,Being lonely,Inner Concerns,2
19,Female,30,21,19,32,24,Inability to express oneself,Inner Concerns,2
19,Female,30,21,19,32,24,Fear of rejection,Inner Concerns,5
19,Female,30,21,19,32,24,Trouble making decisions,Inner Concerns,4
19,Female,30,21,19,32,24,Physical appearance,Inner Concerns,4
19,Female,30,21,19,32,24,Not seeing people,Inner Concerns,2
19,Female,30,21,19,32,24,Troubling thoughts about one’s future,Inner Concerns,2
19,Female,30,21,19,32,24,Not enough personal energy,Inner Concerns,3
19,Female,30,21,19,32,24,Concerns about getting ahead,Inner Concerns,3
19,Female,30,21,19,32,24,Fear of confrontation,Inner Concerns,3
19,Female,30,21,19,32,24,Wasting time,Inner Concerns,2
19,Female,30,21,19,32,24,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,5
19,Female,30,21,19,32,24,Not enough money for wants (entertainment and recreation),Financial Concerns,4
19,Female,30,21,19,32,24,Concerns about owing money,Financial Concerns,4
19,Female,30,21,19,32,24,Concerns about money for emergencies,Financial Concerns,5
19,Female,30,21,19,32,24,Financial security,Financial Concerns,4
19,Female,30,21,19,32,24,Not enough time to do things one needs to,Time Pressures,5
19,Female,30,21,19,32,24,Too many responsibilities,Time Pressures,5
19,Female,30,21,19,32,24,Not getting enough rest,Time Pressures,4
19,Female,30,21,19,32,24,Too many interruptions,Time Pressures,4
19,Female,30,21,19,32,24,Not enough time for entertainment and recreation,Time Pressures,4
19,Female,30,21,19,32,24,Too many meetings,Time Pressures,4
19,Female,30,21,19,32,24,Social obligations,Time Pressures,4
19,Female,30,21,19,32,24,Concerns about meeting high standards,Time Pressures,4
19,Female,30,21,19,32,24,Noise,Time Pressures,3
19,Female,30,21,19,32,24,Pollution,Environmental Hassles,3
19,Female,30,21,19,32,24,Crime,Environmental Hassles,3
19,Female,30,21,19,32,24,Traffic,Environmental Hassles,3
19,Female,30,21,19,32,24,Concerns about news events,Environmental Hassles,3
19,Female,30,21,19,32,24,Rising prices of common goods,Environmental Hassles,3
19,Female,30,21,19,32,24,Concerns about accidents,Environmental Hassles,3
19,Female,30,21,19,32,24,Yardwork or outside home maintenance,Family Hassles,3
19,Female,30,21,19,32,24,Overloaded with family responsibilities,Family Hassles,4
19,Female,30,21,19,32,24,Home maintenance (inside),Family Hassles,3
19,Female,30,21,19,32,24,Concerns about medical treatment,Health Hassles,4
19,Female,30,21,19,32,24,Physical illness,Health Hassles,5
19,Female,30,21,19,32,24,Side effects of medication,Health Hassles,4
19,Female,30,21,19,32,24,Concerns about health in general,Health Hassles,4
19,Female,30,21,19,32,24,Concerns about bodily functions,Health Hassles,4
19,Female,30,21,19,32,24,Dissatisfaction with academic performance,Academic Hassles,4
19,Female,30,21,19,32,24,Challenges with instructors,Academic Hassles,4
19,Female,30,21,19,32,24,Discontent with current academic responsibilities,Academic Hassles,4
19,Female,30,21,19,32,24,Concerns regarding academic transitions,Academic Hassles,3
19,Female,30,21,19,32,24,Difficulties with peers or classmates,Academic Hassles,3
19,Female,30,21,19,32,24,Challenges in managing group projects,Academic Hassles,3
19,Female,30,21,19,32,24,Getting late to class,Academic Hassles,3
21,Female,39,30,34,39,19,Misplacing or losing things,General Hassles,4
21,Female,39,30,34,39,19,Silly practical mistakes,General Hassles,1
21,Female,39,30,34,39,19,Trouble with pets,General Hassles,1
21,Female,39,30,34,39,19,Difficulties with friends,General Hassles,5
21,Female,39,30,34,39,19,Regrets over past decision/s,Inner Concerns,3
21,Female,39,30,34,39,19,Concerned about the meaning of life,Inner Concerns,1
21,Female,39,30,34,39,19,Being lonely,Inner Concerns,1
21,Female,39,30,34,39,19,Inability to express oneself,Inner Concerns,1
21,Female,39,30,34,39,19,Fear of rejection,Inner Concerns,2
21,Female,39,30,34,39,19,Trouble making decisions,Inner Concerns,4
21,Female,39,30,34,39,19,Physical appearance,Inner Concerns,3
21,Female,39,30,34,39,19,Not seeing people,Inner Concerns,1
21,Female,39,30,34,39,19,Troubling thoughts about one’s future,Inner Concerns,2
21,Female,39,30,34,39,19,Not enough personal energy,Inner Concerns,1
21,Female,39,30,34,39,19,Concerns about getting ahead,Inner Concerns,1
21,Female,39,30,34,39,19,Fear of confrontation,Inner Concerns,3
21,Female,39,30,34,39,19,Wasting time,Inner Concerns,3
21,Female,39,30,34,39,19,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,5
21,Female,39,30,34,39,19,Not enough money for wants (entertainment and recreation),Financial Concerns,4
21,Female,39,30,34,39,19,Concerns about owing money,Financial Concerns,2
21,Female,39,30,34,39,19,Concerns about money for emergencies,Financial Concerns,3
21,Female,39,30,34,39,19,Financial security,Financial Concerns,5
21,Female,39,30,34,39,19,Not enough time to do things one needs to,Time Pressures,3
21,Female,39,30,34,39,19,Too many responsibilities,Time Pressures,4
21,Female,39,30,34,39,19,Not getting enough rest,Time Pressures,3
21,Female,39,30,34,39,19,Too many interruptions,Time Pressures,3
21,Female,39,30,34,39,19,Not enough time for entertainment and recreation,Time Pressures,2
21,Female,39,30,34,39,19,Too many meetings,Time Pressures,3
21,Female,39,30,34,39,19,Social obligations,Time Pressures,2
21,Female,39,30,34,39,19,Concerns about meeting high standards,Time Pressures,3
21,Female,39,30,34,39,19,Noise,Time Pressures,3
21,Female,39,30,34,39,19,Pollution,Environmental Hassles,3
21,Female,39,30,34,39,19,Crime,Environmental Hassles,5
21,Female,39,30,34,39,19,Traffic,Environmental Hassles,4
21,Female,39,30,34,39,19,Concerns about news events,Environmental Hassles,2
21,Female,39,30,34,39,19,Rising prices of common goods,Environmental Hassles,3
21,Female,39,30,34,39,19,Concerns about accidents,Environmental Hassles,3
21,Female,39,30,34,39,19,Yardwork or outside home maintenance,Family Hassles,3
21,Female,39,30,34,39,19,Overloaded with family responsibilities,Family Hassles,3
21,Female,39,30,34,39,19,Home maintenance (inside),Family Hassles,3
21,Female,39,30,34,39,19,Concerns about medical treatment,Health Hassles,5
21,Female,39,30,34,39,19,Physical illness,Health Hassles,5
21,Female,39,30,34,39,19,Side effects of medication,Health Hassles,4
21,Female,39,30,34,39,19,Concerns about health in general,Health Hassles,3
21,Female,39,30,34,39,19,Concerns about bodily functions,Health Hassles,3
21,Female,39,30,34,39,19,Dissatisfaction with academic performance,Academic Hassles,4
21,Female,39,30,34,39,19,Challenges with instructors,Academic Hassles,4
21,Female,39,30,34,39,19,Discontent with current academic responsibilities,Academic Hassles,3
21,Female,39,30,34,39,19,Concerns regarding academic transitions,Academic Hassles,2
21,Female,39,30,34,39,19,Difficulties with peers or classmates,Academic Hassles,3
21,Female,39,30,34,39,19,Challenges in managing group projects,Academic Hassles,3
21,Female,39,30,34,39,19,Getting late to class,Academic Hassles,3
19,Others,38,20,19,28,31,Misplacing or losing things,General Hassles,3
19,Others,38,20,19,28,31,Silly practical mistakes,General Hassles,3
19,Others,38,20,19,28,31,Trouble with pets,General Hassles,2
19,Others,38,20,19,28,31,Difficulties with friends,General Hassles,2
19,Others,38,20,19,28,31,Regrets over past decision/s,Inner Concerns,4
19,Others,38,20,19,28,31,Concerned about the meaning of life,Inner Concerns,3
19,Others,38,20,19,28,31,Being lonely,Inner Concerns,3
19,Others,38,20,19,28,31,Inability to express oneself,Inner Concerns,3
19,Others,38,20,19,28,31,Fear of rejection,Inner Concerns,5
19,Others,38,20,19,28,31,Trouble making decisions,Inner Concerns,3
19,Others,38,20,19,28,31,Physical appearance,Inner Concerns,4
19,Others,38,20,19,28,31,Not seeing people,Inner Concerns,2
19,Others,38,20,19,28,31,Troubling thoughts about one’s future,Inner Concerns,5
19,Others,38,20,19,28,31,Not enough personal energy,Inner Concerns,5
19,Others,38,20,19,28,31,Concerns about getting ahead,Inner Concerns,3
19,Others,38,20,19,28,31,Fear of confrontation,Inner Concerns,4
19,Others,38,20,19,28,31,Wasting time,Inner Concerns,4
19,Others,38,20,19,28,31,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,1
19,Others,38,20,19,28,31,Not enough money for wants (entertainment and recreation),Financial Concerns,3
19,Others,38,20,19,28,31,Concerns about owing money,Financial Concerns,3
19,Others,38,20,19,28,31,Concerns about money for emergencies,Financial Concerns,4
19,Others,38,20,19,28,31,Financial security,Financial Concerns,1
19,Others,38,20,19,28,31,Not enough time to do things one needs to,Time Pressures,4
19,Others,38,20,19,28,31,Too many responsibilities,Time Pressures,4
19,Others,38,20,19,28,31,Not getting enough rest,Time Pressures,5
19,Others,38,20,19,28,31,Too many interruptions,Time Pressures,5
19,Others,38,20,19,28,31,Not enough time for entertainment and recreation,Time Pressures,2
19,Others,38,20,19,28,31,Too many meetings,Time Pressures,1
19,Others,38,20,19,28,31,Social obligations,Time Pressures,2
19,Others,38,20,19,28,31,Concerns about meeting high standards,Time Pressures,4
19,Others,38,20,19,28,31,Noise,Time Pressures,2
19,Others,38,20,19,28,31,Pollution,Environmental Hassles,5
19,Others,38,20,19,28,31,Crime,Environmental Hassles,5
19,Others,38,20,19,28,31,Traffic,Environmental Hassles,5
19,Others,38,20,19,28,31,Concerns about news events,Environmental Hassles,5
19,Others,38,20,19,28,31,Rising prices of common goods,Environmental Hassles,5
19,Others,38,20,19,28,31,Concerns about accidents,Environmental Hassles,5
19,Others,38,20,19,28,31,Yardwork or outside home maintenance,Family Hassles,1
19,Others,38,20,19,28,31,Overloaded with family responsibilities,Family Hassles,2
19,Others,38,20,19,28,31,Home maintenance (inside),Family Hassles,1
19,Others,38,20,19,28,31,Concerns about medical treatment,Health Hassles,3
19,Others,38,20,19,28,31,Physical illness,Health Hassles,3
19,Others,38,20,19,28,31,Side effects of medication,Health Hassles,1
19,Others,38,20,19,28,31,Concerns about health in general,Health Hassles,5
19,Others,38,20,19,28,31,Concerns about bodily functions,Health Hassles,5
19,Others,38,20,19,28,31,Dissatisfaction with academic performance,Academic Hassles,3
19,Others,38,20,19,28,31,Challenges with instructors,Academic Hassles,4
19,Others,38,20,19,28,31,Discontent with current academic responsibilities,Academic Hassles,5
19,Others,38,20,19,28,31,Concerns regarding academic transitions,Academic Hassles,1
19,Others,38,20,19,28,31,Difficulties with peers or classmates,Academic Hassles,2
19,Others,38,20,19,28,31,Challenges in managing group projects,Academic Hassles,1
19,Others,38,20,19,28,31,Getting late to class,Academic Hassles,2
19,Female,44,30,20,25,37,Misplacing or losing things,General Hassles,4
19,Female,44,30,20,25,37,Silly practical mistakes,General Hassles,3
19,Female,44,30,20,25,37,Trouble with pets,General Hassles,2
19,Female,44,30,20,25,37,Difficulties with friends,General Hassles,2
19,Female,44,30,20,25,37,Regrets over past decision/s,Inner Concerns,5
19,Female,44,30,20,25,37,Concerned about the meaning of life,Inner Concerns,5
19,Female,44,30,20,25,37,Being lonely,Inner Concerns,5
19,Female,44,30,20,25,37,Inability to express oneself,Inner Concerns,5
19,Female,44,30,20,25,37,Fear of rejection,Inner Concerns,5
19,Female,44,30,20,25,37,Trouble making decisions,Inner Concerns,5
19,Female,44,30,20,25,37,Physical appearance,Inner Concerns,5
19,Female,44,30,20,25,37,Not seeing people,Inner Concerns,2
19,Female,44,30,20,25,37,Troubling thoughts about one’s future,Inner Concerns,5
19,Female,44,30,20,25,37,Not enough personal energy,Inner Concerns,5
19,Female,44,30,20,25,37,Concerns about getting ahead,Inner Concerns,5
19,Female,44,30,20,25,37,Fear of confrontation,Inner Concerns,5
19,Female,44,30,20,25,37,Wasting time,Inner Concerns,4
19,Female,44,30,20,25,37,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,1
19,Female,44,30,20,25,37,Not enough money for wants (entertainment and recreation),Financial Concerns,4
19,Female,44,30,20,25,37,Concerns about owing money,Financial Concerns,5
19,Female,44,30,20,25,37,Concerns about money for emergencies,Financial Concerns,5
19,Female,44,30,20,25,37,Financial security,Financial Concerns,5
19,Female,44,30,20,25,37,Not enough time to do things one needs to,Time Pressures,4
19,Female,44,30,20,25,37,Too many responsibilities,Time Pressures,5
19,Female,44,30,20,25,37,Not getting enough rest,Time Pressures,5
19,Female,44,30,20,25,37,Too many interruptions,Time Pressures,5
19,Female,44,30,20,25,37,Not enough time for entertainment and recreation,Time Pressures,5
19,Female,44,30,20,25,37,Too many meetings,Time Pressures,2
19,Female,44,30,20,25,37,Social obligations,Time Pressures,3
19,Female,44,30,20,25,37,Concerns about meeting high standards,Time Pressures,5
19,Female,44,30,20,25,37,Noise,Time Pressures,5
19,Female,44,30,20,25,37,Pollution,Environmental Hassles,5
19,Female,44,30,20,25,37,Crime,Environmental Hassles,5
19,Female,44,30,20,25,37,Traffic,Environmental Hassles,4
19,Female,44,30,20,25,37,Concerns about news events,Environmental Hassles,4
19,Female,44,30,20,25,37,Rising prices of common goods,Environmental Hassles,5
19,Female,44,30,20,25,37,Concerns about accidents,Environmental Hassles,4
19,Female,44,30,20,25,37,Yardwork or outside home maintenance,Family Hassles,1
19,Female,44,30,20,25,37,Overloaded with family responsibilities,Family Hassles,3
19,Female,44,30,20,25,37,Home maintenance (inside),Family Hassles,1
19,Female,44,30,20,25,37,Concerns about medical treatment,Health Hassles,1
19,Female,44,30,20,25,37,Physical illness,Health Hassles,4
19,Female,44,30,20,25,37,Side effects of medication,Health Hassles,1
19,Female,44,30,20,25,37,Concerns about health in general,Health Hassles,4
19,Female,44,30,20,25,37,Concerns about bodily functions,Health Hassles,4
19,Female,44,30,20,25,37,Dissatisfaction with academic performance,Academic Hassles,5
19,Female,44,30,20,25,37,Challenges with instructors,Academic Hassles,5
19,Female,44,30,20,25,37,Discontent with current academic responsibilities,Academic Hassles,5
19,Female,44,30,20,25,37,Concerns regarding academic transitions,Academic Hassles,5
19,Female,44,30,20,25,37,Difficulties with peers or classmates,Academic Hassles,5
19,Female,44,30,20,25,37,Challenges in managing group projects,Academic Hassles,5
19,Female,44,30,20,25,37,Getting late to class,Academic Hassles,2
21,Female,33,29,31,29,30,Misplacing or losing things,General Hassles,3
21,Female,33,29,31,29,30,Silly practical mistakes,General Hassles,3
21,Female,33,29,31,29,30,Trouble with pets,General Hassles,1
21,Female,33,29,31,29,30,Difficulties with friends,General Hassles,4
21,Female,33,29,31,29,30,Regrets over past decision/s,Inner Concerns,5
21,Female,33,29,31,29,30,Concerned about the meaning of life,Inner Concerns,1
21,Female,33,29,31,29,30,Being lonely,Inner Concerns,5
21,Female,33,29,31,29,30,Inability to express oneself,Inner Concerns,4
21,Female,33,29,31,29,30,Fear of rejection,Inner Concerns,1
21,Female,33,29,31,29,30,Trouble making decisions,Inner Concerns,4
21,Female,33,29,31,29,30,Physical appearance,Inner Concerns,5
21,Female,33,29,31,29,30,Not seeing people,Inner Concerns,1
21,Female,33,29,31,29,30,Troubling thoughts about one’s future,Inner Concerns,3
21,Female,33,29,31,29,30,Not enough personal energy,Inner Concerns,3
21,Female,33,29,31,29,30,Concerns about getting ahead,Inner Concerns,2
21,Female,33,29,31,29,30,Fear of confrontation,Inner Concerns,1
21,Female,33,29,31,29,30,Wasting time,Inner Concerns,4
21,Female,33,29,31,29,30,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",Financial Concerns,5
21,Female,33,29,31,29,30,Not enough money for wants (entertainment and recreation),Financial Concerns,3
21,Female,33,29,31,29,30,Concerns about owing money,Financial Concerns,5
21,Female,33,29,31,29,30,Concerns about money for emergencies,Financial Concerns,5
21,Female,33,29,31,29,30,Financial security,Financial Concerns,5
21,Female,33,29,31,29,30,Not enough time to do things one needs to,Time Pressures,5
21,Female,33,29,31,29,30,Too many responsibilities,Time Pressures,5
21,Female,33,29,31,29,30,Not getting enough rest,Time Pressures,1
21,Female,33,29,31,29,30,Too many interruptions,Time Pressures,5
21,Female,33,29,31,29,30,Not enough time for entertainment and recreation,Time Pressures,1
21,Female,33,29,31,29,30,Too many meetings,Time Pressures,5
21,Female,33,29,31,29,30,Social obligations,Time Pressures,5
21,Female,33,29,31,29,30,Concerns about meeting high standards,Time Pressures,5
21,Female,33,29,31,29,30,Noise,Time Pressures,5
21,Female,33,29,31,29,30,Pollution,Environmental Hassles,1
21,Female,33,29,31,29,30,Crime,Environmental Hassles,1
21,Female,33,29,31,29,30,Traffic,Environmental Hassles,4
21,Female,33,29,31,29,30,Concerns about news events,Environmental Hassles,1
21,Female,33,29,31,29,30,Rising prices of common goods,Environmental Hassles,1
21,Female,33,29,31,29,30,Concerns about accidents,Environmental Hassles,1
21,Female,33,29,31,29,30,Yardwork or outside home maintenance,Family Hassles,2
21,Female,33,29,31,29,30,Overloaded with family responsibilities,Family Hassles,2
21,Female,33,29,31,29,30,Home maintenance (inside),Family Hassles,2
21,Female,33,29,31,29,30,Concerns about medical treatment,Health Hassles,5
21,Female,33,29,31,29,30,Physical illness,Health Hassles,5
21,Female,33,29,31,29,30,Side effects of medication,Health Hassles,5
21,Female,33,29,31,29,30,Concerns about health in general,Health Hassles,5
21,Female,33,29,31,29,30,Concerns about bodily functions,Health Hassles,5
21,Female,33,29,31,29,30,Dissatisfaction with academic performance,Academic Hassles,5
21,Female,33,29,31,29,30,Challenges with instructors,Academic Hassles,5
21,Female,33,29,31,29,30,Discontent with current academic responsibilities,Academic Hassles,5
21,Female,33,29,31,29,30,Concerns regarding academic transitions,Academic Hassles,5
21,Female,33,29,31,29,30,Difficulties with peers or classmates,Academic Hassles,5
