,Age,Gender,O,C,E,A,N,Hassle,Severity
1420,19,Female,36,33,28,28,23,Wasting time,3
1421,19,Female,36,33,28,28,23,"Not enough money for basic necessities (food, clothing, transportation, housing, healthcare etc.)",2
1422,19,Female,36,33,28,28,23,Not enough money for wants (entertainment and recreation),2
1423,19,Female,36,33,28,28,23,Concerns about owing money,1
1424,19,Female,36,33,28,28,23,Concerns about money for emergencies,1
1425,19,Female,36,33,28,28,23,Financial security,2
1426,19,Female,36,33,28,28,23,Not enough time to do things one needs to,3
1427,19,Female,36,33,28,28,23,Too many responsibilities,2
1428,19,Female,36,33,28,28,23,Not getting enough rest,3
1429,19,Female,36,33,28,28,23,Too many interruptions,2
1430,19,Female,36,33,28,28,23,Not enough time for entertainment and recreation,2
1431,19,Female,36,33,28,28,23,Too many meetings,3
1432,19,Female,36,33,28,28,23,Social obligations,1
1433,19,Female,36,33,28,28,23,Concerns about meeting high standards,2
1434,19,Female,36,33,28,28,23,Noise,2
1435,19,Female,36,33,28,28,23,Pollution,3
1436,19,Female,36,33,28,28,23,Crime,3
1437,19,Female,36,33,28,28,23,Traffic,3
1438,19,Female,36,33,28,28,23,Concerns about news events,2
1439,19,Female,36,33,28,28,23,Rising prices of common goods,2
1440,19,Female,36,33,28,28,23,Concerns about accidents,2
1441,19,Female,36,33,28,28,23,Yardwork or outside home maintenance,2
1442,19,Female,36,33,28,28,23,Overloaded with family responsibilities,2
1443,19,Female,36,33,28,28,23,Home maintenance (inside),2
1444,19,Female,36,33,28,28,23,Concerns about medical treatment,1
1445,19,Female,36,33,28,28,23,Physical illness,1
1446,19,Female,36,33,28,28,23,Side effects of medication,1
1447,19,Female,36,33,28,28,23,Concerns about health in general,1
1448,19,Female,36,33,28,28,23,Concerns about bodily functions,2
1449,19,Female,36,33,28,28,23,Dissatisfaction with academic performance,2
1450,19,Female,36,33,28,28,23,Challenges with instructors,3
1451,19,Female,36,33,28,28,23,Discontent with current academic responsibilities,2
1452,19,Female,36,33,28,28,23,Concerns regarding academic transitions,2
1453,19,Female,36,33,28,28,23,Difficulties with peers or classmates,2
1454,19,Female,36,33,28,28,23,Challenges in managing group projects,1
1455,19,Female,36,33,28,28,23,Getting late to class,1
